sub_category_title,questions_title,answer_title,answer_paragraphs,answer_link
Cisco Meeting Server,Call capacities,What are the call capacities for the X3 series server?,"['Individual X3 series server:', '3000', '', '', '', '', '']",https://meeting-infohub.cisco.com/faq/content/6/454/en/what-are-the-call-capacities-for-the-x3-series-server.html
Cisco Meeting Server,Call capacities,How does Call Bridge grouping affect call capacities?,"['The Cisco Meeting Server deployment guides have an appendix which compares the different call capacities for Cisco Meeting Server 1000 and Cisco Meeting Server 2000 in a cluster or as a single server compared to Meeting Servers in a Call Bridge Group. For more information, see thedeployment guidesappendix.']",https://meeting-infohub.cisco.com/faq/content/6/446/en/how-does-call-bridge-grouping-affect-call-capacities.html
Cisco Meeting Server,Call capacities,What are the different call capacities for a single vs cluster of Meeting Servers?,['The Cisco Meeting Server deployment guides have an appendix which lists the different call capacities for Cisco Meeting Server 1000 and Cisco Meeting Server 2000 in a cluster or as a single server. Clickherefor a link to the deployment guides.'],https://meeting-infohub.cisco.com/faq/content/6/445/en/what-are-the-different-call-capacities-for-a-single-vs-cluster-of-meeting-servers.html
Cisco Meeting Server,Call capacities,What are the video and audio specifications across Cisco Meeting Server platforms?,"['The table below provides a comparison of the call capacities across the platforms hosting Cisco Meeting Server software.', '', '*Note: VMWare have made changes in the following ESXi versions: 6.0 update 3, 6.5 update 2 and 6.7 in order to overcome security concerns with Intel chipsets. As a consequence of these changes the throughput of audio calls on Meeting Server has been reduced (video capacity is unaffected).', '']",https://meeting-infohub.cisco.com/faq/content/6/444/en/what-are-the-video-and-audio-specifications-across-cisco-meeting-server-platforms.html
Cisco Meeting Server,CDRs and Events,How do I get information on conferences hosted on Meeting Server?,"['In addition to Cisco Meeting Management, there are two mechanisms on the Meeting Server for obtaining information on hosted conferences: Call Detail Records and Events.', 'The Meeting Server generates Call Detail Records (CDRs) internally for key call-related events, such as a new SIP connection arriving at the server, or a call being activated or deactivated.', 'The server can be configured to send these records to a remote system to be collected and analyzed. There is no provision for records to be stored on a long-term basis on the Meeting Server, nor any way to browse CDRs on the Meeting Server itself.', 'The CDR system can be used in conjunction with the API, with the call ID and call leg IDs values being consistent between the two systems to allow cross referencing of events and diagnostics.', 'For more information, seeCisco Meeting Server Release 2.4 or later Call Detail Records Guide', 'From version 2.4, the Meeting Server can notify an ""events client"" in real-time of changes that are occurring on the Meeting Server.', 'The\xa0Meeting Server acts as a server for the events, and the events client could be for example, a web-based management application. The events port on the Meeting Server is the same port as you configured for the Web Admin, typically TCP port 443 on interface A.', 'Note: You will need to construct your own events client, similar to having to construct your own API client. The events client needs to support HTTP and WebSocket libraries, both are available in common scripting languages like Python.', 'For more information, seeCisco Meeting Server Release 2.4 or later Events Guide.', '', '', '']",https://meeting-infohub.cisco.com/faq/content/7/408/en/how-do-i-get-information-on-conferences-hosted-on-meeting-server.html
Cisco Meeting Server,CDRs and Events,How many Call Detail Records (CDRs) can the Meeting Server store?,"['There is no persistent storage of CDRs on Meeting Servers; CDRs are temporarily buffered on the Meeting Server\xa0before being streamed to the CDR storage receiver. When they have been sent to the CDR receiver, CDRs are removed from the Meeting Server.', 'The Meeting Server supports up to 4 CDR receivers, enabling you to deploy up to four different management tools, or duplicate instances of the same management tool for resiliency.', '']",https://meeting-infohub.cisco.com/faq/content/7/29/en/how-many-call-detail-records-cdrs-can-the-meeting-server-store.html
Cisco Meeting Server,Certificates,How do I configure connection certificates for use with Web Bridge 3?,"['This FAQ should be read in conjunction with information on deploying Web Bridge 3 as described in\xa0Cisco Meeting Server 2.9 Release Notes, or 3.0 Deployment Guides (whichever is appropriate for the software version you are using).', 'Note that Web Bridge 3 requires all of its certificate definitions to use a bundle of certificates, i.e. a full chain file. This is different to the certificate implementation for Web Bridge 2.', '', ""*Version 3.0 introduces a change to the C2W connection certificate for Web Bridge 3 so that the trust store no longer needs root certificates as was the case in 2.9. This gives administrators more flexibility on which certificates are trusted. For example, if you need to use a public certificate to protect the C2W connection due to a company's internal policies, now you can still choose not to trust all the certificates signed by that public CA but trust only the client or server C2W certificate used in the other end. This is called certificate pinning."", '', 'For more information, see:Certificate Guidelines,2.9.x Release Notes,3.0 Deployment Guides.']",https://meeting-infohub.cisco.com/faq/content/8/489/en/how-do-i-configure-connection-certificates-for-use-with-web-bridge-3.html
Cisco Meeting Server,Certificates,How do I enable LDAP server certificate verification?,"['Upload the certificate bundle', 'Use SFTP to upload the certificate bundle of the LDAP server to the Cisco Meeting Server.', 'Note: Certificates must NOT include a ""."" within the filenames except immidiately before the file extension. For example, ldapserver.crt is valid, but ldap.server.crt is not allowed.', 'Enable certificate verification and add the certificate to the Meeting Server trust store', 'SSH into the MMP of the Meeting Server, at the MMP prompt, type', 'tls ldap trust <certificate bundle>', 'tls ldap verify enable', 'This configures the Meeting server to use the bundle of certificates and verifies the certificate bundle for use.', ""Note: If the system fails to verify the LDAP server's certificate, then the connection between the Meeting Server and the LDAP server will be aborted.""]",https://meeting-infohub.cisco.com/faq/content/8/487/en/how-do-i-enable-ldap-server-certificate-verification.html
Cisco Meeting Server,Certificates,What information is required to create a Certificate Signing Request file (.csr)?,"['The table below lists the attributes which you should specify when creating a Certificate Signing Request file (.csr) for either a local or public Certificate Authority to sign. Those marked optional can be omitted if you are creating a certificate request file using the pki csr command for signing by a local CA.', 'Attribute', 'Description', 'Optional/Required', 'CN', 'Common \xa0 Name', 'This is the fully qualified domain name (FQDN) that specifies the server’s exact location in the Domain Name System (DNS). For example, a component with hostname webBridge1 and parent domain example.com has the fully qualified domain name webBridge1.example.com. The FQDN uniquely distinguishes the component from any other components called webBridge1 in other domains.', 'Required,\xa0see notes\xa0below', 'O', 'Organization or Business name', 'Usually the legal incorporated name of a company. It should include any suffixes such as Ltd., Inc., or Corp. Use “” around the attribute if more than one word, e.g. “Example Inc.”', 'Optional', 'OU', 'Organizational unit or Department name', 'For example, Support, IT, Engineering, Finance. Use “” around the attribute if more than one word, e.g. “Human Resources”', 'Optional', 'L', 'Location', 'City or town. For example, London, Boston, Milan, Berlin.', 'Optional', 'ST', 'Province, Region, County or State', 'For example, Buckinghamshire, California.Do not abbreviate. Use “” around the attribute if more than one word, e.g. “New Jersey”', 'Optional', 'C', 'Country', 'The two-letter ISO code for the country where your organization is located. For example, US, GB, FR.', 'Optional', 'An email address', 'An email address to contact the organization. Usually the email address of the certificate administrator or IT department.', 'Optional', 'SAN', 'Subject Alternative Name', 'From X509 Version 3 (RFC 2459), SSL certificates are allowed to specify multiple names that the certificate should match.', 'This field enables the generated certificate to cover multiple domains. It can contain IP addresses, domain names, email addresses, regular DNS host names, etc, separated by commas. If you specify this list you must also include the CN in this list. Although this is an optional field, the SAN field must be completed in order for XMPP clients to accept a certificate, otherwise the XMPP clients will display a certificate error.', 'Required \xa0 for XMPP server certificates or if a single certificate is to be used across \xa0 multiple components.\xa0 See note below. Note: XMPP server is not supported from version 3.0', 'Note on using a dedicated certificate for the Web Bridge: \xa0in the CN field, specify the FQDN that is defined in the DNS A record for the Web Bridge. Failure to specify the FQDN may result in browser certificate errors.', 'Note:The\xa0XMPP server component is not supported from version 3.0, and has been removed from the Cisco Meeting Server software.', 'Note on using a dedicated certificate for the XMPP Server: in the CN field, specify the FQDN that is defined in the DNS SRV record for the XMPP Server. In thesubjectAltNamefield specify the domain name of the XMPP server and the DNS SRV record for the XMPP Server', 'Note on using the same certificate across multiple components: If you intend to use the same certificate for the Web Bridge, XMPP Server and Call Bridge, then specify your domain name (DN) in the CN field, and in the SAN field specify your domain name (DN) and the FQDN for each of the components that will use the certificate.', 'Note on using the SAN field:\xa0ensure there are no spaces between the "","" delimiter and the items in the list.', 'For example:', 'CN=example.com', 'SAN=callbridge.example.com,xmppserver.example.com,webbridge.example.com,example.com', 'If using thepki csrcommand:', 'pki csr <key/cert basename> <CN:value> [OU:<value>] [O:<value>] [ST:<value>] [C:<value>] [<subjectAltName:value>]', 'the command is:', 'pki csr onecert CN:example.com subjectAltName:callbridge.example.com,xmppserver.example.com,webbridge.example.com', 'Note:if you use the pki command, the CN is automatically appended to the SAN list, do not list the CN in the SAN list, as shown\xa0in the example above.', 'For more information, seeCertificate Guidelines.', '', '']",https://meeting-infohub.cisco.com/faq/content/8/251/en/what-information-is-required-to-create-a-certificate-signing-request-file-csr.html
Cisco Meeting Server,Certificates,Troubleshooting Web Bridge 2 connectivity issues,"['Note: This FAQ applies to software versions prior to 3.0 of the Cisco Meeting Server software.\xa0From version 3.0 the XMPP server component, Web Bridge 2, and the X-series server are no longer supported.', 'To troubleshoot Web Bridge 2 connectivity issues:', 'If this fails with the error message “Unable to connect to the Meeting Server - try again later”, this suggests that there is a problem in the connectivity between the Web Bridge and the XMPP server. When a user tries to log in to the Web Bridge with a user name of the form user1@example.com, the Web Bridge performs a DNS SRV lookup of _xmpp-client._tcp.example.com in order to discover the IP address of the XMPP server. If the Web Bridge cannot resolve this DNS record, the login fails with the error message above.', 'SSH to the server running the Web Bridge and issue the following command on an Acano Server:', 'or\xa0on a virtualized deployment', 'This command should return the IP address of your XMPP server. If this is not the case, then the DNS configuration needs to be changed so that this can be resolved correctly.', '', 'where cert.crt is replaced by the name of the Call Bridge certificate.', 'Notes:If you are using a split deployment, SSH to the Core and Edge servers separately, to ensure that the Certificate file for the Call Bridge is listed as the trust bundle for the Web Bridge.If this is not trusted, copy the Call Bridge certificate to the Edge server and then configure the Web Bridge to trust the Call Bridge using the command above.', 'Check that users can log in using the PC or Mac Meeting Apps - if this does not work then there is a problem with the XMPP configuration that needs to be resolved before the Web Bridge will work.', 'Try to sign in to the Web Bridge using the credentials of a user on the Meeting Server that works, using the PC/Mac App.If this fails with the error message “Unable to connect to the Meeting Server - try again later”, this suggests that there is a problem in the connectivity between the Web Bridge and the XMPP server. When a user tries to log in to the Web Bridge with a user name of the form user1@example.com, the Web Bridge performs a DNS SRV lookup of _xmpp-client._tcp.example.com in order to discover the IP address of the XMPP server. If the Web Bridge cannot resolve this DNS record, the login fails with the error message above.SSH to the server running the Web Bridge and issue the following command on an Acano Server:dns app lookup SRV _xmpp-client._tcp.example.comor\xa0on a virtualized deploymentdns lookup SRV _xmpp-client._tcp.example.comThis command should return the IP address of your XMPP server. If this is not the case, then the DNS configuration needs to be changed so that this can be resolved correctly.', 'If the user can log in but not make calls, then this suggests that there may be a problem with the TURN server not being configured or accessable. Use of the PC client from the same network should produce the same result in step 1 if this is the case.', 'If a user can log in and join a call but a guest cannot, this suggests that there is a problem with the HTTPS connection between the Call Bridge and Web Bridge. If this is the case, you see an error when trying to join as guest saying that the WebRTC client is unable to connect to server. In this case:Log in to the Call Bridge Web Admin Interface and go toConfiguration >General.In the Web Bridge Settings section, check that the Guest Account Client URI is the same address that which users put in their browser to when logging in (accessing the Web Bridge). Check that the callbridge can resolve any DNS names in this address, and that the network path to the webbridge permits connections to the TCP port used (the default is 443 for HTTPS connections).If this all correct, then verify that the Web Bridge has been set up to trust the Call Bridge’s SSL certificate by entering thecallbridgecommand in the MMP of the server it is running on.If this is not the case issue the command:webbridge trust <cert.crt>where cert.crt is replaced by the name of the Call Bridge certificate.Notes:If you are using a split deployment, SSH to the Core and Edge servers separately, to ensure that the Certificate file for the Call Bridge is listed as the trust bundle for the Web Bridge.If this is not trusted, copy the Call Bridge certificate to the Edge server and then configure the Web Bridge to trust the Call Bridge using the command above.', 'Log in to the Call Bridge Web Admin Interface and go toConfiguration >General.', 'In the Web Bridge Settings section, check that the Guest Account Client URI is the same address that which users put in their browser to when logging in (accessing the Web Bridge). Check that the callbridge can resolve any DNS names in this address, and that the network path to the webbridge permits connections to the TCP port used (the default is 443 for HTTPS connections).If this all correct, then verify that the Web Bridge has been set up to trust the Call Bridge’s SSL certificate by entering thecallbridgecommand in the MMP of the server it is running on.If this is not the case issue the command:webbridge trust <cert.crt>where cert.crt is replaced by the name of the Call Bridge certificate.Notes:If you are using a split deployment, SSH to the Core and Edge servers separately, to ensure that the Certificate file for the Call Bridge is listed as the trust bundle for the Web Bridge.If this is not trusted, copy the Call Bridge certificate to the Edge server and then configure the Web Bridge to trust the Call Bridge using the command above.', 'If this all correct, then verify that the Web Bridge has been set up to trust the Call Bridge’s SSL certificate by entering thecallbridgecommand in the MMP of the server it is running on.', 'If this is not the case issue the command:webbridge trust <cert.crt>where cert.crt is replaced by the name of the Call Bridge certificate.Notes:If you are using a split deployment, SSH to the Core and Edge servers separately, to ensure that the Certificate file for the Call Bridge is listed as the trust bundle for the Web Bridge.If this is not trusted, copy the Call Bridge certificate to the Edge server and then configure the Web Bridge to trust the Call Bridge using the command above.']",https://meeting-infohub.cisco.com/faq/content/8/66/en/troubleshooting-web-bridge-2-connectivity-issues.html
Cisco Meeting Server,Certificates,"Calls to Lync fail to connect and the error shown in Lync logs show ""The peer is using a wildcard certificate but did not identify itself with a NEGOTIATE request""","[""We believe Lync does not handle certificates that have a wildcard entry as the CN very well. Re-create the certificate using the FQDN of the\xa0Meeting Server as the CN. This does not need to be a public certificate in most cases: create a signed certificate with OpenSSL or a Microsoft CA server. Then upload the CA's Public Key to the Lync FE Server's Trusted Root Certification Authorities folder.""]",https://meeting-infohub.cisco.com/faq/content/8/47/en/calls-to-lync-fail-to-connect-and-the-error-shown-in-lync-logs-show-the-peer-is-using-a-wildcard-certificate-but-did-not-identify-itself-with-a-negotiate-request.html
Cisco Meeting Server,Certificates,"When I download certificates from my Certificate Authority, it asks for the server type. What should I select?","['When submitting your certificate request through your CA provider, if you are asked for the server type then select one of the following: Generic Webserver, Other or Apache. Certificates should be Base64 encoded and uploaded to the Meeting Server per the instructions in the Installation Guides and Deployment Guides.']",https://meeting-infohub.cisco.com/faq/content/8/45/en/when-i-download-certificates-from-my-certificate-authority-it-asks-for-the-server-type-what-should-i-select.html
Cisco Meeting Server,Certificates,Does the Meeting Server require a chain of intermediate certificates between the Call Bridge certificate and the root CA certificate?,"['If your SIP Call Control device is a Lync Server, you should not need the full certificate chain installed if the Lync server trusts the Call Bridge certificate. The best way to do this is to create the Call Bridge certificate on the Lync server domain. The reason is that, unlike the Lync server, the Call Bridge does not accept TLS connections from the Lync clients (only from the Lync Server).', 'However, you may need the complete chain of certificates if you are using other Call Control devices.']",https://meeting-infohub.cisco.com/faq/content/8/44/en/does-the-meeting-server-require-a-chain-of-intermediate-certificates-between-the-call-bridge-certificate-and-the-root-ca-certificate.html
Cisco Meeting Server,Certificates,Can I use wildcard certificates?,"['Yes, except for deployments where the Meeting Server is integrated with On-Prem Lync/Skype for Business. In these deployments the Lync server will reject the wildcard certificate when presented, resulting in outbound calls from\xa0the Meeting Server\xa0and Presence to fail. For more information on using wildcard certificates with Lync/Skype for Business, see the note below.', 'Wildcard certificates cost more but can be used on multiple servers. In these wildcard certificates, you can define the CN field to be *. example.com for example and then any server that is named something. example.com will be matched as correct for this CN. This allows you to put the certificate on emailserver. example.com, webserver. example.com, ftpserver. example.com, etc. and use just this one certificate.', 'However, there are some limitations; in the example above anything named beyond that scheme will not work, such as acano.video.example.com.', 'In terms of usage wildcard certificates are created, authorized and uploaded as normal.', 'Notes on using wildcard certificates with Lync/Skype for Business deployments:', 'If using a local Lync Front End server with a Meeting Server deployment, the Lync Front End server can make TLS connections to the Meeting Server using a wildcard certificate, as it knows the FQDN it is connecting to (from the Trusted App setup and Static Route) and can verify that the wildcard certificate is valid for that FQDN.', 'Do not use wildcard certificates in On-Prem Lync deployments which integrate\xa0the Meeting Server to a Lync Front End Server, as all outgoing connections from\xa0the Meeting Server to Lync will fail. This is due to the \xa0Lync Front End server only looking at the Common Name of a certificate and matching that name to a Trusted App. Since no name is given, it has no way to verify if the FQDN is valid for that certificate, and rejects it with an error stating that the Peer has presented a wildcard certificate but did not identify with a Negotiate Message.', 'For a Direct Federation deployment where the Meeting Server communicates with remote Lync edge servers only, using a wildcard will work as long as the DNS A records used are valid for the domain covered by the wildcard certificate.']",https://meeting-infohub.cisco.com/faq/content/8/43/en/can-i-use-wildcard-certificates.html
Cisco Meeting Server,Certificates,Can I use the same certificate on two Meeting Server services?,"['While it is possible to use the same certificates on two services, it may not be advisable for all deployments. Certificates have a CN field which is for the Common Name: this should match the service’s FQDN and should be the name you use to access it. If this is not the case, most services will complain and display certificate warnings.', 'For internal services such as the Web Admin Interface, this is not really an issue, and the errors can be dismissed. However, for external services such as WebRTC, this normally causes people concern because they do not know whether they should trust the website or not.', 'As long as the certificate meets the requirements of more than one service there is no reason why it cannot be reused.', 'You can use SAN as a solution to reusing certificates on multiple servers.\xa0SSL certificates are allowed to specify multiple names that the certificate should match. The SAN field enables the generated certificate to cover multiple comains.', 'For example, if the CN is example.com and the SAN are: core1.example.com, core2.example.com, core3.example.com, join.example.com', 'For more information on using SAN, seeWhat information is required to create a Certificate Signing Request file (.csr)?', 'Also see theCertificate Guidelinesfor your particular deployment.']",https://meeting-infohub.cisco.com/faq/content/8/42/en/can-i-use-the-same-certificate-on-two-meeting-server-services.html
Cisco Meeting Server,Certificates,"I cannot reach the Web Admin interface, what should I check?","['Check the following:', 'Check that the certificates have been copied ok.When you SFTP into the file system of the server do you see the certificates listed with the other files?Note: if you are using a Windows PC we recommend WinSCP', 'Check the certificates.', 'Double check that each certificate has created correctly, and uploaded along with the matching key.', 'Both the certificate and the key file need to be in PEM or DER format.', 'Check the file extensions: the certificate can have a .crt, .cer, .pem and .der extension, and the private key needs a .pem, .der or .key extension.', 'File names can contain alphanumeric, hyphen or underscore characters.', 'Ensure that you have the correct certificate to go with the corresponding key, otherwise it will not work. Use the MMP command pki match <key> <certificate> to check.', 'Check the Web Admin interface configuration.', 'Log in to the MMP and type webadmin. Are the certificate/key names exactly the same as the files you uploaded, including file extension?', 'Check that Web Admin interface is enabled and listening on the MMP, by typing the following in the MMP:webadmin enablewebadmin listen mmp 443', 'Check that you have access via IP.Try accessing the web interface just using IP i.e. in a browser type:https://<ip address>:<port #>']",https://meeting-infohub.cisco.com/faq/content/8/35/en/i-cannot-reach-the-web-admin-interface-what-should-i-check.html
Cisco Meeting Server,Conference settings,Can I use DTMF sequences in clustered Call Bridge deployments?,"['From version 2.4, DTMF sequences can be configured for participants. This enables DTMF sequences to be sent to any participant in the conference regardless of which Call Bridge they are connected to. Similarly, DTMF can now be sent when calling out from a cluster of Call Bridges using the participants API to call out. This applies to cases where the Call Bridge for the outbound call is either implicitly or explicitly chosen via load balancing, dial plan rules, or selection of Call Bridge Group or Call Bridge.', 'Note: This feature does not support sending DTMF sequences to Lync participants in dual homed conferences.', 'Prior to version 2.4, DTMF sequences could only be configured for call legs on a local Call Bridge. DTMF sequences could not be configured via the participant API, which meant that DTMF could not be sent to participants on a remote Call Bridge, or when calling out from a cluster of Call Bridges.', 'For more information, seeCisco Meeting Server 2.4, Scalability and Resilience Deployment Guide.']",https://meeting-infohub.cisco.com/faq/content/9/409/en/can-i-use-dtmf-sequences-in-clustered-call-bridge-deployments.html
Cisco Meeting Server,Conference settings,How do I control which participant appears in which pane on an endpoint?,"['From version 2.4, you can use the API pane placement feature to control which participant appears in which pane on an endpoint; the screen layout assigned to the endpoint will affect which panes are shown. The pane position in the layout determines the order of being filled by the video of the important participants. As an example, Figure 1 shows the pane positions on an endpoint with the screen layout set to allEqualQuarters. The numbers indicate the pane position or order of being filled, not an importance value. The pane labelled #1 is filled first, followed by the pane labelled #2 etc.', 'Figure 1: Pane placement using allEqualQuarters screen layout', '', '', 'Pane placement is controlled through the API using:', 'In the example shown in Figure 1, ifpanePlacementHighestImportanceis set to 4, then:', 'Note: Pane placement on the\xa0 applies conference wide, and is not configurable per participant as on the Cisco MCU.', 'Note: The way a participant joins a conference does not affect pane placement, for instance there is no affect whether a participant dials in to join a conference or is dialed out to.', 'Note: The pane placement feature is not currently supported by the Recorder or Streamer. Neither is the feature currently supported on Cisco Meeting Management or Cisco Meeting App or using DTMF on a SIP endpoint. If pane placement is selected through the API, then the ability to set importance is disabled in Cisco Meeting Management for meetings where pane placement is in use. Cisco Meeting App does not display blank panes.', 'Pane placement is configured on a per-coSpace basis; if set, any conference started [instantiated] from that coSpace will have pane placement active.The effect of Importance is determined by how it is applied:', 'Pane placement will display a blank pane if the participant with the assigned importance has not yet joined the conference (either by dialing in or being dialed out to). This has the effect of fixing the position of an important participant on the display, rather than move around as other important participants join and leave the conference, which will occur if importance is used without pane placement.', 'Pane placement works only on a per conference basis. To use pane placement:', '1.\xa0 set a value for parameterpanePlacementHighestImportancefor the space, this defines the highest importance level to be used in the space:', '2.\xa0 assign importance values to the important participants that will connect to the meeting, setting the importance value for a participant has been available since version 2.2:', 'Alternatively, an importance value can be assigned to an Access Method for a specific coSpace (this is new in version 2.4):', 'Once pane placement is operational, the following rules are applied:', 'For more information on screen layouts and Pane placement see theAdministrator Quick Reference Guide on Screen Layouts and Pane Placement.', 'To remove pane placement, leave thepanePlacementHighestImportanceparameter as unset (leave the parameter value as blank).', 'thepanePlacementHighestImportanceparameter set on a coSpace to determine how many panes will be reserved for pane placement,', 'theimportancevalue assigned to participant(s) or Access Method for a specific coSpace, and', 'the screen layout selected for the endpoint.', 'pane #1 will be reserved for a participant with importance set to 4', 'pane #2 will be reserved for a participant with importance set to 3', 'pane #3 will be reserved for a participant with importance set to 2', 'pane #4 will be reserved for a participant with importance set to 1', ""if set by applying a PUT method on API object /participants/<participant id>, the Importance value will only last for the duration of the participants' active connection to the conference"", ""if set by applying a POST method on API object /calls/<call id>/participant, the Importance value will only last for the duration of the participants' active connection to the conference"", 'if set by applying a POST or PUT method on API object /coSpaces/<coSpace id>/accessMethod, the Importance value will last for the duration of the coSpace, so the same Importance value will take effect if a participant leaves a conference then rejoins using the same accessMethod.', 'for an existing specific space. PUT to /coSpaces/&lt;coSpace id&gt; the request parameter panePlacementHighestImportance set to the chosen value,', 'to create a new space with pane placement set, POST to /coSpaces with the request parameterpanePlacementHighestImportanceset to the chosen value.', 'create a new participant with the assigned importance for the specified call, POST to /calls/<call id>/participants with the request parameter importance set to the chosen value, or', 'assign an importance to a specified participant in the conference, PUT to /participants/<participant id> with the request parameter importance set to the chosen value', 'create a new accessMethod for the specified coSpace, POST to /coSpaces/<coSpace id>/accessMethods the request parameter importance set to the chosen value, or', 'update an existing Access Method for the coSpace, PUT to /coSpaces/<coSpace id>;/accessMethods/<access method id> the request parameter importance set to the chosen value.', 'Number of participants shown on an endpoint will depend on the layout selected for that endpoint.', 'Participants are placed based on their importance value (highest importance is placed first). A blank pane is inserted if no participants match a specific importance level, for instance because the level was not assigned, the participant has yet to join the meeting or has already left the meeting.', 'Participants with a higher importance than specified inpanePlacementHighestImportancefor the space, appear “at the top of the layout”, no blank panes are added for importance values between this participant’s importance and thepanePlacementHighestImportancevalue.', ""If some participants have a higher importance value than thepanePlacementHighestImportanceset for the space, then the will start by using those participants but any gaps between their importance and thepanePlacementHighestImportanceset for the space won't be represented by a blank pane. This also occurs if an Access Method to the space is configured with a higher importance value than thepanePlacementHighestImportanceset for the space."", 'A participant never sees themselves, and a blank pane is not shown for them on their endpoint.', 'If a participant with no importance set is reached before the panes on the screen run out, the remaining layout panes will be filled with any participants not yet placed, but are in the active speaker history order (most recent speakers first). Blank panes are not added in between\xa0them and participants with assigned importance.', 'If multiple participants are given the same importance value, then they are ordered according to who is the most frequent active speaker. In this mode, there is no reordering of participants to keep them in the same pane, so participants will move between panes.', ""If the conference is split across several Meeting Servers, the participants that are shared across the distribution link appear in the panes according to their importance. If the participant is present, but the video stream isn't sent over the distribution link, an empty pane is inserted. As the most important participants are shared over the distribution link, the more important (higher importance value) panes will always be filled for all participants. However, it will depend on which a participant is hosted on as to whether they see a participant or an empty pane.""]",https://meeting-infohub.cisco.com/faq/content/9/401/en/how-do-i-control-which-participant-appears-in-which-pane-on-an-endpoint.html
Cisco Meeting Server,Conference settings,How do I set up join/leave meeting audio notifications on Meeting Server?,"['Join and leave audio notifications are disabled by default on Cisco Meeting Server. To enable this feature so that you hear an audible tone when someone joins or leaves a meeting, use thejoinToneParticipantThresholdandleaveToneParticipantThresholdparameters applied in Call Leg Profiles in the API.(A value of 0 disables the tone (default). A value above 0 results in tones played for that specified number of participants joining/leaving the meeting.)', 'Note that the audio notification sound is in the form of a “beep”.', 'When join and leave tones are activated via the API, then the join and leave tone can be heard on phones, Telepresence endpoints, Skype clients, etc., but not on the Cisco Meeting App (desktop, iOS or WebRTC).', 'See theCisco Meeting Server API Reference Guidefor more information.']",https://meeting-infohub.cisco.com/faq/content/9/368/en/how-do-i-set-up-join_leave-meeting-audio-notifications-on-meeting-server.html
Cisco Meeting Server,Conference settings,How do I locate localized language audio prompts for Cisco Meeting Server?,"['You can download localized audio prompts in the form of a zip file from the following location under the ""Customization"" heading:', 'https://www.cisco.com/c/en/us/support/conferencing/meeting-server/products-programming-reference-guides-list.html', 'Supported languages are:', '', 'For more information on implementing and using the audio prompts, see Cisco Meeting Server Customization Guidelines located under “Customization” at:', 'https://www.cisco.com/c/en/us/support/conferencing/meeting-server/products-programming-reference-guides-list.html', '', '']",https://meeting-infohub.cisco.com/faq/content/9/367/en/how-do-i-locate-localized-language-audio-prompts-for-cisco-meeting-server.html
Cisco Meeting Server,Conference settings,How do I lock and unlock the meeting lobby?,"['', 'Locking and unlocking the meeting lobby requires the setup of host and guest access see FAQHow do I setup host and guest access?', 'Assuming host and guest access has been setup on a space, once the host enters the space, the meeting lobby will be unlocked and all waiting guest participants will be activated.\xa0 The host can use DTMF to lock the meeting lobby again, so all new guests then wait for activation in the meeting lobby.', 'The example below follows on from the example in FAQHow do I setup host and guest access?', 'needsActivation=false&defaultLayout=speakerOnly&presentationContributionAllowed=true&rxAudioMute=false&rxVideoMute=false&callLockAllowed=true', 'lockCall=*7&unlockCall=*8', '', 'In the above example, once the host has access to the space, they can enter DTMF “*7” to lock the meeting lobby.\xa0 New participants with guest access will wait in the meeting lobby until the host enters “*8” to unlock the lobby again.']",https://meeting-infohub.cisco.com/faq/content/9/269/en/how-do-i-lock-and-unlock-the-meeting-lobby.html
Cisco Meeting Server,Conference settings,Can I set a limit on the number of participants that are permitted to be in a meeting?,"['You can set a limit on the number of participants that are permitted to be in a meeting using the\xa0Meeting Server\xa0API. (See theAPI Reference Guide.) You can set:', 'The callProfiles can be attached at the system, tenant or space level, with the most specific taking effect.', 'Therefore a call’s participantLimit depends on a number of factors.', ""If a call's ''participantLimit'' has been reached:"", 'However:', 'A per-tenant participantLimit value, which imposes a limit on the total number of participants that are allowed to be active for that tenant.', 'A ""participantLimit"" value within a \'callProfile\' object; this means that calls (e.g. space instantiations) for whom that \'\'callProfile\'\' is in force will have the limit enforced', 'No new participants can be added to it', 'A participant\xa0using a Cisco Meeting App can use any combination of chat, use video, audio and show/receive a presentation within the one participant ""count""Using a tethered endpoint does not change the participant count.', 'A participant in a meeting on a SIP endpoint can use video, audio and receive a presentation within the one participant ""count""', 'A participant on a Lync client can use any combination of chat, use video, audio and send a presentationwithin the one participant ""count"". (A received presentation is part of the main video stream.)']",https://meeting-infohub.cisco.com/faq/content/9/182/en/can-i-set-a-limit-on-the-number-of-participants-that-are-permitted-to-be-in-a-meeting.html
Cisco Meeting Server,Conference settings,Can I create multiple IVRs?,"['Yes, but you must use the API. See theAPI Programming Referenceguide\xa0for more details.', ""Note that to configure multiple IVRs with different audio/customization, you no longer need to have a 'multiple brand' branding key (seeCustomization Guidelines)."", 'The table below shows API POST method examples to create multiple IVRs:', 'Note: The IP address in these examples is for illustration purposes only. Replace with the IP address for your own Meeting Server.', 'https://209.165.200.224/api/v1/ivrBrandingProfiles', 'ivrBrandingProfile with id 7ff0e11e-0ce5-42e4-a453-2b6f614a3509 is created', '', '', '', '', '', '', '', '', '', '']",https://meeting-infohub.cisco.com/faq/content/9/179/en/can-i-create-multiple-ivrs.html
